"GEO_ID","NAME","B25001_001E","B25001_001M",
"1400000US01031011202","Census Tract 112.02, Coffee County, Alabama","4009","182",
"1400000US01031011300","Census Tract 113, Coffee County, Alabama","2004","119",
"1400000US01033020100","Census Tract 201, Colbert County, Alabama","1887","105",
"1400000US01033020200","Census Tract 202, Colbert County, Alabama","1124","62",
"1400000US01033020300","Census Tract 203, Colbert County, Alabama","1327","94",
"1400000US01033020400","Census Tract 204, Colbert County, Alabama","726","47",
"1400000US01033020500","Census Tract 205, Colbert County, Alabama","2309","158",
"1400000US01033020600","Census Tract 206, Colbert County, Alabama","2303","164",
"1400000US01033020701","Census Tract 207.01, Colbert County, Alabama","2719","149",
"1400000US01033020703","Census Tract 207.03, Colbert County, Alabama","2183","195",
"1400000US01033020704","Census Tract 207.04, Colbert County, Alabama","1826","122",
"1400000US01033020801","Census Tract 208.01, Colbert County, Alabama","2188","137",
"1400000US01033020802","Census Tract 208.02, Colbert County, Alabama","1876","106",
"1400000US01033020901","Census Tract 209.01, Colbert County, Alabama","1956","111",
"1400000US01033020902","Census Tract 209.02, Colbert County, Alabama","1810","129",
"1400000US01033021000","Census Tract 210, Colbert County, Alabama","2354","114",
"1400000US01035960200","Census Tract 9602, Conecuh County, Alabama","1008","113",
"1400000US01035960300","Census Tract 9603, Conecuh County, Alabama","1013","99",
"1400000US01035960400","Census Tract 9604, Conecuh County, Alabama","1901","131",
"1400000US01035960500","Census Tract 9605, Conecuh County, Alabama","1034","181",
"1400000US01035960600","Census Tract 9606, Conecuh County, Alabama","2226","205",
"1400000US01037961000","Census Tract 9610, Coosa County, Alabama","1908","139",
"1400000US01037961100","Census Tract 9611, Coosa County, Alabama","2072","126",
"1400000US01037961200","Census Tract 9612, Coosa County, Alabama","2605","138",
"1400000US01039961600","Census Tract 9616, Covington County, Alabama","2444","141",
"1400000US01039961700","Census Tract 9617, Covington County, Alabama","2088","122",
"1400000US01039961800","Census Tract 9618, Covington County, Alabama","1411","116",
"1400000US01039961900","Census Tract 9619, Covington County, Alabama","1075","77",
"1400000US01039962000","Census Tract 9620, Covington County, Alabama","2101","138",
"1400000US01039962100","Census Tract 9621, Covington County, Alabama","926","104",
"1400000US01039962300","Census Tract 9623, Covington County, Alabama","1528","109",
"1400000US01039962400","Census Tract 9624, Covington County, Alabama","1554","97",
"1400000US01039962500","Census Tract 9625, Covington County, Alabama","740","52",
"1400000US01039962600","Census Tract 9626, Covington County, Alabama","758","50",
"1400000US01039962700","Census Tract 9627, Covington County, Alabama","831","89",
"1400000US01039962800","Census Tract 9628, Covington County, Alabama","847","54",
"1400000US01039962900","Census Tract 9629, Covington County, Alabama","1005","49",
"1400000US01039963000","Census Tract 9630, Covington County, Alabama","1668","121",
"1400000US01041963400","Census Tract 9634, Crenshaw County, Alabama","938","92",
"1400000US01041963500","Census Tract 9635, Crenshaw County, Alabama","936","82",
"1400000US01041963600","Census Tract 9636, Crenshaw County, Alabama","1585","87",
"1400000US01041963700","Census Tract 9637, Crenshaw County, Alabama","1692","122",
"1400000US01041963800","Census Tract 9638, Crenshaw County, Alabama","925","77",
"1400000US01041963900","Census Tract 9639, Crenshaw County, Alabama","739","57",
"1400000US01043964100","Census Tract 9641, Cullman County, Alabama","2677","115",
"1400000US01043964200","Census Tract 9642, Cullman County, Alabama","3156","169",
"1400000US01043964300","Census Tract 9643, Cullman County, Alabama","2146","116",
"1400000US01043964400","Census Tract 9644, Cullman County, Alabama","1783","127",
"1400000US01043964500","Census Tract 9645, Cullman County, Alabama","2057","76",
"1400000US01043964600","Census Tract 9646, Cullman County, Alabama","1695","77",
"1400000US01043964700","Census Tract 9647, Cullman County, Alabama","2057","104",
"1400000US01043964800","Census Tract 9648, Cullman County, Alabama","1925","130",
"1400000US01043964900","Census Tract 9649, Cullman County, Alabama","2742","172",
"1400000US01043965000","Census Tract 9650, Cullman County, Alabama","2859","194",
"1400000US01043965100","Census Tract 9651, Cullman County, Alabama","1522","107",
"1400000US01043965200","Census Tract 9652, Cullman County, Alabama","1029","47",
"1400000US01043965300","Census Tract 9653, Cullman County, Alabama","2073","103",
"1400000US01043965401","Census Tract 9654.01, Cullman County, Alabama","1551","154",
"1400000US01043965402","Census Tract 9654.02, Cullman County, Alabama","1974","157",
"1400000US01043965500","Census Tract 9655, Cullman County, Alabama","3022","131",
"1400000US01043965600","Census Tract 9656, Cullman County, Alabama","2240","114",
"1400000US01043965700","Census Tract 9657, Cullman County, Alabama","1334","83",
"1400000US01045020000","Census Tract 200, Dale County, Alabama","1468","99",
"1400000US01045020100","Census Tract 201, Dale County, Alabama","1895","104",
"1400000US01045020200","Census Tract 202, Dale County, Alabama","1182","77",
"1400000US01045020300","Census Tract 203, Dale County, Alabama","1014","91",
"1400000US01045020400","Census Tract 204, Dale County, Alabama","1044","97",
"1400000US01045020500","Census Tract 205, Dale County, Alabama","995","79",
"1400000US01045020700","Census Tract 207, Dale County, Alabama","1780","117",
"1400000US01045020801","Census Tract 208.01, Dale County, Alabama","1560","85",
"1400000US01045020802","Census Tract 208.02, Dale County, Alabama","1999","117",
"1400000US01045021101","Census Tract 211.01, Dale County, Alabama","2014","148",
"1400000US01045021102","Census Tract 211.02, Dale County, Alabama","2294","196",
"1400000US01045021200","Census Tract 212, Dale County, Alabama","1206","102",
"1400000US01045021300","Census Tract 213, Dale County, Alabama","2000","112",
"1400000US01045021400","Census Tract 214, Dale County, Alabama","2652","120",
"1400000US01047956100","Census Tract 9561, Dallas County, Alabama","2802","230",
"1400000US01047956201","Census Tract 9562.01, Dallas County, Alabama","1143","110",
"1400000US01047956202","Census Tract 9562.02, Dallas County, Alabama","1048","127",
"1400000US01047956300","Census Tract 9563, Dallas County, Alabama","1726","113",
"1400000US01047956400","Census Tract 9564, Dallas County, Alabama","1419","96",
"1400000US01047956500","Census Tract 9565, Dallas County, Alabama","1616","101",
"1400000US01047956600","Census Tract 9566, Dallas County, Alabama","1737","112",
"1400000US01047956701","Census Tract 9567.01, Dallas County, Alabama","858","68",
"1400000US01047956702","Census Tract 9567.02, Dallas County, Alabama","802","52",
"1400000US01047956800","Census Tract 9568, Dallas County, Alabama","1245","92",
"1400000US01047956900","Census Tract 9569, Dallas County, Alabama","1490","106",
"1400000US01047957000","Census Tract 9570, Dallas County, Alabama","863","67",
"1400000US01047957100","Census Tract 9571, Dallas County, Alabama","787","65",
"1400000US01047957200","Census Tract 9572, Dallas County, Alabama","778","85",
"1400000US01047957300","Census Tract 9573, Dallas County, Alabama","2105","165",
"1400000US01049960100","Census Tract 9601, DeKalb County, Alabama","2652","172",
"1400000US01049960200","Census Tract 9602, DeKalb County, Alabama","1592","101",
"1400000US01049960300","Census Tract 9603, DeKalb County, Alabama","2913","222",
"1400000US01049960400","Census Tract 9604, DeKalb County, Alabama","2725","221",
"1400000US01049960500","Census Tract 9605, DeKalb County, Alabama","2426","193",
"1400000US01049960600","Census Tract 9606, DeKalb County, Alabama","2754","193",
"1400000US01049960700","Census Tract 9607, DeKalb County, Alabama","3325","171",
"1400000US01049960800","Census Tract 9608, DeKalb County, Alabama","1876","109",
"1400000US01049960900","Census Tract 9609, DeKalb County, Alabama","1858","108",
"1400000US01049961000","Census Tract 9610, DeKalb County, Alabama","1865","103",
"1400000US01049961100","Census Tract 9611, DeKalb County, Alabama","1300","111",
"1400000US01049961200","Census Tract 9612, DeKalb County, Alabama","942","78",
"1400000US01049961300","Census Tract 9613, DeKalb County, Alabama","2591","169",
"1400000US01049961400","Census Tract 9614, DeKalb County, Alabama","2490","119",
"1400000US01051030100","Census Tract 301, Elmore County, Alabama","2857","188",
"1400000US01051030200","Census Tract 302, Elmore County, Alabama","1985","174",
"1400000US01051030300","Census Tract 303, Elmore County, Alabama","2500","122",
"1400000US01051030400","Census Tract 304, Elmore County, Alabama","3300","319",
"1400000US01051030500","Census Tract 305, Elmore County, Alabama","2096","125",
"1400000US01051030600","Census Tract 306, Elmore County, Alabama","2597","170",
"1400000US01051030701","Census Tract 307.01, Elmore County, Alabama","2740","148",
"1400000US01051030702","Census Tract 307.02, Elmore County, Alabama","1580","100",
"1400000US01051030800","Census Tract 308, Elmore County, Alabama","3303","325",
"1400000US01051030901","Census Tract 309.01, Elmore County, Alabama","2157","112",
"1400000US01051030902","Census Tract 309.02, Elmore County, Alabama","1623","88",
"1400000US01051031000","Census Tract 310, Elmore County, Alabama","3141","194",
"1400000US01051031100","Census Tract 311, Elmore County, Alabama","1617","98",
"1400000US01051031200","Census Tract 312, Elmore County, Alabama","679","67",
"1400000US01051031300","Census Tract 313, Elmore County, Alabama","1990","132",
"1400000US01053969800","Census Tract 9698, Escambia County, Alabama","2778","199",
"1400000US01053969900","Census Tract 9699, Escambia County, Alabama","1867","147",
"1400000US01053970100","Census Tract 9701, Escambia County, Alabama","2199","158",
"1400000US01053970200","Census Tract 9702, Escambia County, Alabama","804","116",
"1400000US01053970300","Census Tract 9703, Escambia County, Alabama","1714","113",
"1400000US01053970400","Census Tract 9704, Escambia County, Alabama","1264","141",
"1400000US01053970500","Census Tract 9705, Escambia County, Alabama","2298","148",
"1400000US01053970600","Census Tract 9706, Escambia County, Alabama","1947","162",
"1400000US01053970700","Census Tract 9707, Escambia County, Alabama","1715","189",
"1400000US01055000200","Census Tract 2, Etowah County, Alabama","1519","101",
"1400000US01055000300","Census Tract 3, Etowah County, Alabama","1385","96",
"1400000US01055000400","Census Tract 4, Etowah County, Alabama","1799","98",
"1400000US01055000500","Census Tract 5, Etowah County, Alabama","919","37",
"1400000US01055000600","Census Tract 6, Etowah County, Alabama","970","54",
"1400000US01055000700","Census Tract 7, Etowah County, Alabama","601","50",
"1400000US01055000800","Census Tract 8, Etowah County, Alabama","565","53",
"1400000US01055000900","Census Tract 9, Etowah County, Alabama","1305","102",
"1400000US01055001000","Census Tract 10, Etowah County, Alabama","698","67",
"1400000US01055001100","Census Tract 11, Etowah County, Alabama","2224","102",
"1400000US01055001200","Census Tract 12, Etowah County, Alabama","1704","81",
"1400000US01055001300","Census Tract 13, Etowah County, Alabama","1304","107",
"1400000US01055001600","Census Tract 16, Etowah County, Alabama","1613","116",
"1400000US01055001700","Census Tract 17, Etowah County, Alabama","949","60",
"1400000US01055010100","Census Tract 101, Etowah County, Alabama","1032","79",
"1400000US01055010200","Census Tract 102, Etowah County, Alabama","2475","286",
"1400000US01055010300","Census Tract 103, Etowah County, Alabama","1289","106",
"1400000US01055010401","Census Tract 104.01, Etowah County, Alabama","1748","128",
"1400000US01055010402","Census Tract 104.02, Etowah County, Alabama","2374","181",
"1400000US01055010501","Census Tract 105.01, Etowah County, Alabama","3525","291",
"1400000US01055010502","Census Tract 105.02, Etowah County, Alabama","2318","211",
"1400000US01055010601","Census Tract 106.01, Etowah County, Alabama","2367","220",
"1400000US01055010602","Census Tract 106.02, Etowah County, Alabama","1784","89",
"1400000US01055010700","Census Tract 107, Etowah County, Alabama","1581","101",
"1400000US01055010800","Census Tract 108, Etowah County, Alabama","1281","65",
"1400000US01055010900","Census Tract 109, Etowah County, Alabama","741","58",
"1400000US01055011001","Census Tract 110.01, Etowah County, Alabama","2011","103",
"1400000US01055011002","Census Tract 110.02, Etowah County, Alabama","2030","108",
"1400000US01055011100","Census Tract 111, Etowah County, Alabama","2211","155",
"1400000US01055011200","Census Tract 112, Etowah County, Alabama","1382","95",
"1400000US01057020000","Census Tract 200, Fayette County, Alabama","726","63",
"1400000US01057020100","Census Tract 201, Fayette County, Alabama","1581","135",
"1400000US01057020200","Census Tract 202, Fayette County, Alabama","2286","141",
"1400000US01057020300","Census Tract 203, Fayette County, Alabama","2294","135",
"1400000US01057020400","Census Tract 204, Fayette County, Alabama","1618","114",
"1400000US01059972900","Census Tract 9729, Franklin County, Alabama","1855","108",
"1400000US01059973000","Census Tract 9730, Franklin County, Alabama","2019","172",
"1400000US01059973100","Census Tract 9731, Franklin County, Alabama","1255","105",
"1400000US01059973200","Census Tract 9732, Franklin County, Alabama","1490","161",
"1400000US01059973300","Census Tract 9733, Franklin County, Alabama","1465","137",
"1400000US01059973400","Census Tract 9734, Franklin County, Alabama","1375","134",
"1400000US01059973500","Census Tract 9735, Franklin County, Alabama","1071","89",
"1400000US01059973600","Census Tract 9736, Franklin County, Alabama","814","74",
"1400000US01059973700","Census Tract 9737, Franklin County, Alabama","2708","176",
"1400000US01061050100","Census Tract 501, Geneva County, Alabama","2400","153",
"1400000US01061050200","Census Tract 502, Geneva County, Alabama","1249","94",
"1400000US01061050300","Census Tract 503, Geneva County, Alabama","2650","280",
"1400000US01061050400","Census Tract 504, Geneva County, Alabama","2745","203",
"1400000US01061050500","Census Tract 505, Geneva County, Alabama","2172","138",
"1400000US01061050600","Census Tract 506, Geneva County, Alabama","1653","134",
"1400000US01063060000","Census Tract 600, Greene County, Alabama","1037","120",
"1400000US01063060100","Census Tract 601, Greene County, Alabama","2325","249",
"1400000US01063060200","Census Tract 602, Greene County, Alabama","1750","168",
"1400000US01065040000","Census Tract 400, Hale County, Alabama","1613","93",
"1400000US01065040100","Census Tract 401, Hale County, Alabama","1026","63",
"1400000US01065040200","Census Tract 402, Hale County, Alabama","759","81",
"1400000US01065040300","Census Tract 403, Hale County, Alabama","1140","74",
"1400000US01065040400","Census Tract 404, Hale County, Alabama","2493","125",
"1400000US01065040500","Census Tract 405, Hale County, Alabama","761","65",
"1400000US01067030100","Census Tract 301, Henry County, Alabama","851","70",
"1400000US01067030200","Census Tract 302, Henry County, Alabama","1507","161",
"1400000US01067030300","Census Tract 303, Henry County, Alabama","2483","128",
"1400000US01067030400","Census Tract 304, Henry County, Alabama","888","76",
"1400000US01067030500","Census Tract 305, Henry County, Alabama","2609","228",
"1400000US01067030600","Census Tract 306, Henry County, Alabama","817","62",
"1400000US01069040100","Census Tract 401, Houston County, Alabama","2239","120",
"1400000US01069040201","Census Tract 402.01, Houston County, Alabama","4377","97",
"1400000US01069040202","Census Tract 402.02, Houston County, Alabama","3731","88",
"1400000US01069040301","Census Tract 403.01, Houston County, Alabama","1936","39",
"1400000US01069040302","Census Tract 403.02, Houston County, Alabama","1745","45",
"1400000US01069040400","Census Tract 404, Houston County, Alabama","1199","32",
"1400000US01069040500","Census Tract 405, Houston County, Alabama","1759","44",
"1400000US01069040600","Census Tract 406, Houston County, Alabama","1145","40",
"1400000US01069040700","Census Tract 407, Houston County, Alabama","1161","31",
"1400000US01069040800","Census Tract 408, Houston County, Alabama","3870","87",
"1400000US01069040900","Census Tract 409, Houston County, Alabama","2141","54",
"1400000US01069041000","Census Tract 410, Houston County, Alabama","2231","47",
"1400000US01069041100","Census Tract 411, Houston County, Alabama","1820","39",
"1400000US01069041200","Census Tract 412, Houston County, Alabama","1192","46",
"1400000US01069041400","Census Tract 414, Houston County, Alabama","1634","51",
"1400000US01069041500","Census Tract 415, Houston County, Alabama","1994","52",
"1400000US01069041600","Census Tract 416, Houston County, Alabama","2441","93",
"1400000US01069041700","Census Tract 417, Houston County, Alabama","699","50",
"1400000US01069041800","Census Tract 418, Houston County, Alabama","1015","75",
"1400000US01069041900","Census Tract 419, Houston County, Alabama","3452","98",
"1400000US01069042000","Census Tract 420, Houston County, Alabama","2581","80",
"1400000US01069042100","Census Tract 421, Houston County, Alabama","3095","189",
"1400000US01071950100","Census Tract 9501, Jackson County, Alabama","3163","155",
"1400000US01071950200","Census Tract 9502, Jackson County, Alabama","1635","121",
"1400000US01071950300","Census Tract 9503, Jackson County, Alabama","2773","142",
"1400000US01071950400","Census Tract 9504, Jackson County, Alabama","1107","54",
"1400000US01071950500","Census Tract 9505, Jackson County, Alabama","1510","99",
"1400000US01071950600","Census Tract 9506, Jackson County, Alabama","2902","85",
